Village_ID,Village_Name,District,State,Year,MGNREGA_Workers,Skill_Dev_Participants,Avg_Daily_Wage_INR,Unemployment_Rate_Pct,Irrigated_Area_Hectares,Crop_Yield_MT_per_Hec,Fertilizer_Usage_Tons,Tractor_Availability,Primary_Schools,School_Dropout_Rate_Pct,Primary_Health_Centres,Clean_Water_Access_Pct,Electrification_Pct,Internet_Penetration_Pct,Paved_Roads_KM,Bank_Branches
12106,Mysore_Village_106,Mysore,Karnataka,2024,61,19,240,11.4,310,4.17,39,14,2,11.1,1,64.2,95.7,30.5,18.3,0
12106,Mysore_Village_106,Mysore,Karnataka,2025,271,35,312,4.8,385,4.82,72,1,3,11.0,0,89.2,77.1,60.2,13.9,0
12107,Mysore_Village_107,Mysore,Karnataka,2022,85,29,289,10.3,522,2.3,34,5,2,24.6,0,47.3,88.4,52.4,14.8,1
12107,Mysore_Village_107,Mysore,Karnataka,2023,67,37,324,9.4,593,4.2,13,5,1,4.4,1,92.8,63.7,58.7,9.0,1
12107,Mysore_Village_107,Mysore,Karnataka,2024,139,39,362,7.3,518,3.56,27,7,0,15.0,0,65.2,83.5,28.5,12.7,0
12107,Mysore_Village_107,Mysore,Karnataka,2025,230,9,276,7.9,444,3.13,54,4,2,19.0,0,93.8,78.0,67.7,11.8,2
12108,Mysore_Village_108,Mysore,Karnataka,2022,248,9,270,9.9,622,3.97,93,10,1,9.7,1,61.7,96.7,56.0,19.5,2
12108,Mysore_Village_108,Mysore,Karnataka,2023,50,21,288,7.5,418,4.26,94,1,3,7.7,0,56.9,52.5,55.1,15.2,1
12108,Mysore_Village_108,Mysore,Karnataka,2024,176,18,367,6.8,441,2.65,74,6,0,9.3,1,78.6,72.5,57.1,7.0,0
12108,Mysore_Village_108,Mysore,Karnataka,2025,235,33,343,11.1,478,4.33,82,10,0,2.0,0,96.5,96.5,53.8,18.0,0
12109,Mysore_Village_109,Mysore,Karnataka,2022,139,12,220,5.2,645,1.65,74,13,3,16.2,1,52.6,68.8,48.4,11.7,0
12109,Mysore_Village_109,Mysore,Karnataka,2023,136,38,254,7.4,732,2.9,36,3,2,16.4,1,84.9,62.9,44.8,4.9,0
12109,Mysore_Village_109,Mysore,Karnataka,2024,139,5,271,10.6,794,2.01,88,7,3,18.4,1,75.6,96.0,42.4,17.0,2
12109,Mysore_Village_109,Mysore,Karnataka,2025,286,33,316,5.5,689,2.83,97,14,1,1.8,0,61.7,85.9,52.7,11.5,0
12110,Mysore_Village_110,Mysore,Karnataka,2022,183,33,245,10.5,734,4.35,69,1,3,13.7,1,33.3,76.7,42.7,3.4,2
12110,Mysore_Village_110,Mysore,Karnataka,2023,119,9,296,7.3,307,3.85,68,14,0,19.2,0,51.7,71.7,44.0,9.0,0
12110,Mysore_Village_110,Mysore,Karnataka,2024,93,36,302,12.6,285,4.07,34,4,2,17.4,0,85.9,62.6,55.5,10.8,2
12110,Mysore_Village_110,Mysore,Karnataka,2025,249,28,362,7.0,116,2.35,43,10,1,2.0,0,44.7,85.1,77.1,7.0,0
12111,Mysore_Village_111,Mysore,Karnataka,2022,201,23,240,6.9,389,3.24,59,12,2,5.2,1,64.3,74.3,23.1,7.3,0
12111,Mysore_Village_111,Mysore,Karnataka,2023,135,16,308,9.7,353,2.82,64,9,3,19.2,0,63.7,71.8,65.8,4.3,0
12111,Mysore_Village_111,Mysore,Karnataka,2024,68,5,361,5.1,710,4.0,19,10,3,4.8,0,75.7,58.7,24.7,14.8,0
12111,Mysore_Village_111,Mysore,Karnataka,2025,150,11,343,11.7,545,2.42,67,14,1,12.1,1,95.3,88.7,58.4,3.0,2
12112,Mysore_Village_112,Mysore,Karnataka,2022,195,21,341,11.6,555,2.35,98,6,3,6.9,0,75.1,80.3,56.7,7.1,0
12112,Mysore_Village_112,Mysore,Karnataka,2023,144,38,356,12.2,246,4.35,12,2,2,9.4,0,63.6,79.3,21.1,5.8,2
12112,Mysore_Village_112,Mysore,Karnataka,2024,150,11,282,7.9,213,2.31,95,6,3,5.2,1,85.8,61.3,71.5,10.1,0
12112,Mysore_Village_112,Mysore,Karnataka,2025,79,21,372,12.1,196,3.85,97,9,2,15.2,1,81.1,72.0,73.9,16.1,0
12113,Mysore_Village_113,Mysore,Karnataka,2022,298,7,228,9.7,481,2.45,65,11,3,18.5,1,83.7,72.6,52.7,7.4,0
12113,Mysore_Village_113,Mysore,Karnataka,2023,219,33,237,5.1,475,1.9,36,1,1,6.2,1,76.5,87.8,42.3,17.7,0
12113,Mysore_Village_113,Mysore,Karnataka,2024,82,26,314,6.1,605,2.47,99,12,2,3.2,1,81.2,65.7,32.7,17.6,2
12113,Mysore_Village_113,Mysore,Karnataka,2025,251,33,340,10.8,421,4.56,25,5,1,9.8,0,44.0,95.9,32.5,9.3,1
12114,Mysore_Village_114,Mysore,Karnataka,2022,278,9,270,13.9,427,4.23,47,13,0,8.9,0,30.2,65.3,13.2,16.9,0
12114,Mysore_Village_114,Mysore,Karnataka,2023,61,34,222,5.1,448,2.91,62,8,0,3.7,1,90.3,84.5,45.4,7.4,1
12114,Mysore_Village_114,Mysore,Karnataka,2024,167,27,305,12.8,269,3.66,77,13,3,7.3,1,51.1,100.0,57.1,6.7,2
12114,Mysore_Village_114,Mysore,Karnataka,2025,143,25,344,11.7,406,3.51,32,7,2,4.8,1,48.9,91.8,39.0,17.6,1
12115,Mysore_Village_115,Mysore,Karnataka,2022,204,30,215,8.2,298,2.34,92,10,3,18.7,1,39.5,53.3,34.5,14.1,2
12115,Mysore_Village_115,Mysore,Karnataka,2023,216,25,307,11.3,276,2.68,65,2,1,20.7,1,77.3,70.6,42.4,6.4,0
12115,Mysore_Village_115,Mysore,Karnataka,2024,186,24,235,5.7,223,3.38,88,8,3,6.8,1,38.8,82.8,66.8,2.5,2
12115,Mysore_Village_115,Mysore,Karnataka,2025,295,27,281,11.8,256,4.04,97,9,0,5.0,0,78.7,89.8,34.3,15.5,2
12116,Mysore_Village_116,Mysore,Karnataka,2022,198,8,294,11.4,706,2.55,84,10,1,12.8,1,64.3,66.6,49.9,7.6,2
12116,Mysore_Village_116,Mysore,Karnataka,2023,125,25,275,8.7,385,3.75,62,14,0,7.0,0,41.8,73.1,54.6,3.8,0
12116,Mysore_Village_116,Mysore,Karnataka,2024,296,25,247,12.8,710,4.68,83,8,1,20.9,0,44.1,73.0,56.1,7.2,1
12116,Mysore_Village_116,Mysore,Karnataka,2025,78,5,355,4.8,334,2.02,81,12,1,5.4,0,47.0,91.0,40.4,9.8,2
12117,Mysore_Village_117,Mysore,Karnataka,2022,210,19,294,13.4,393,1.99,76,6,0,6.9,0,45.6,93.9,12.6,5.9,1
12117,Mysore_Village_117,Mysore,Karnataka,2023,284,21,230,4.4,117,4.4,28,9,3,14.6,1,71.5,89.9,55.1,3.1,0
12117,Mysore_Village_117,Mysore,Karnataka,2024,239,18,333,11.6,273,2.01,13,8,0,12.8,0,48.4,67.6,50.0,8.0,0
12117,Mysore_Village_117,Mysore,Karnataka,2025,166,23,258,9.3,502,4.25,38,4,2,13.1,1,78.6,83.4,59.4,11.0,0
12118,Mysore_Village_118,Mysore,Karnataka,2022,64,38,302,11.8,480,3.37,54,13,1,24.3,1,88.3,73.0,52.6,16.3,0
12118,Mysore_Village_118,Mysore,Karnataka,2023,51,10,282,8.4,219,1.79,30,12,2,10.0,0,84.7,53.2,22.6,16.1,2
12118,Mysore_Village_118,Mysore,Karnataka,2024,229,10,259,12.8,195,1.8,63,6,0,9.2,0,83.9,100.0,32.3,4.9,2
12118,Mysore_Village_118,Mysore,Karnataka,2025,280,9,304,6.6,130,3.46,82,5,0,7.2,0,95.9,79.9,49.0,10.4,2
12119,Mysore_Village_119,Mysore,Karnataka,2022,166,11,252,7.4,196,1.85,61,10,3,17.6,1,66.7,95.3,27.7,17.6,0
12119,Mysore_Village_119,Mysore,Karnataka,2023,221,37,278,7.3,569,4.27,27,9,1,15.6,0,79.1,84.4,63.5,2.9,0
12119,Mysore_Village_119,Mysore,Karnataka,2024,231,17,243,11.8,145,3.24,92,11,3,12.6,1,82.4,89.0,37.9,10.7,0
12119,Mysore_Village_119,Mysore,Karnataka,2025,67,5,267,8.5,335,2.65,26,4,1,7.8,1,97.5,78.0,73.0,11.0,1
12120,Mysore_Village_120,Mysore,Karnataka,2022,52,17,321,10.1,660,2.0,53,1,0,13.6,0,68.8,91.2,36.6,16.9,2
12120,Mysore_Village_120,Mysore,Karnataka,2023,184,31,221,12.8,436,4.16,33,14,2,19.4,1,49.4,61.4,20.8,10.9,1
12120,Mysore_Village_120,Mysore,Karnataka,2024,220,11,239,12.5,773,3.96,15,11,1,14.2,1,47.7,100.0,55.6,3.8,2
12120,Mysore_Village_120,Mysore,Karnataka,2025,259,7,346,5.0,384,4.1,36,9,1,14.8,0,57.4,87.1,65.4,14.4,0
12121,Mysore_Village_121,Mysore,Karnataka,2022,285,29,212,10.3,233,1.76,56,11,2,10.5,1,75.7,66.0,18.2,12.2,0
12121,Mysore_Village_121,Mysore,Karnataka,2023,215,37,341,5.4,794,3.52,55,9,0,21.7,0,72.4,88.0,37.0,10.4,0
12121,Mysore_Village_121,Mysore,Karnataka,2024,214,21,277,12.8,638,4.41,44,7,0,2.7,0,49.2,90.8,29.4,7.2,0
12121,Mysore_Village_121,Mysore,Karnataka,2025,235,18,249,12.1,751,4.25,66,5,0,12.4,0,90.6,94.7,36.9,3.4,2
12122,Mysore_Village_122,Mysore,Karnataka,2022,210,27,260,13.4,359,1.85,21,11,3,21.2,1,88.9,64.1,44.4,18.5,1
12122,Mysore_Village_122,Mysore,Karnataka,2023,157,28,336,11.5,602,4.5,38,7,0,20.8,0,78.4,53.7,40.8,17.2,0
12122,Mysore_Village_122,Mysore,Karnataka,2024,236,33,319,8.6,691,2.01,66,9,2,8.4,1,39.7,97.7,23.6,18.9,0
12122,Mysore_Village_122,Mysore,Karnataka,2025,144,31,347,7.5,279,3.62,79,3,3,9.7,0,76.7,95.8,74.7,18.9,0
12123,Mysore_Village_123,Mysore,Karnataka,2022,171,27,289,8.6,366,4.34,64,5,0,5.7,1,86.3,69.3,44.5,5.1,1
12123,Mysore_Village_123,Mysore,Karnataka,2023,60,35,217,4.8,663,4.12,46,3,1,19.3,1,51.8,60.5,18.6,7.8,2
12123,Mysore_Village_123,Mysore,Karnataka,2024,117,21,253,13.7,183,3.84,80,8,1,4.5,0,71.1,77.5,58.0,10.6,2
12123,Mysore_Village_123,Mysore,Karnataka,2025,172,7,361,8.0,509,4.52,79,11,1,9.1,1,52.6,72.2,69.9,9.3,0
12124,Mysore_Village_124,Mysore,Karnataka,2022,259,9,297,14.3,255,3.52,62,1,2,24.8,1,82.8,59.3,30.3,19.4,1
12124,Mysore_Village_124,Mysore,Karnataka,2023,245,19,298,13.3,589,1.81,92,4,2,21.9,1,85.2,75.8,53.7,7.3,0
12124,Mysore_Village_124,Mysore,Karnataka,2024,162,10,348,12.4,427,2.85,23,7,1,8.6,0,57.9,94.8,36.5,4.2,2
12124,Mysore_Village_124,Mysore,Karnataka,2025,147,14,286,9.5,715,3.23,30,13,3,5.0,0,60.0,85.4,34.1,10.4,0
12125,Mysore_Village_125,Mysore,Karnataka,2022,142,36,347,5.6,445,3.14,87,14,0,10.0,1,30.0,73.4,58.5,11.2,0
12125,Mysore_Village_125,Mysore,Karnataka,2023,265,27,255,7.5,196,2.34,23,9,0,17.2,0,52.0,100.0,16.2,9.4,0
12125,Mysore_Village_125,Mysore,Karnataka,2024,71,21,311,10.0,736,4.44,62,10,0,16.5,0,82.9,91.5,48.2,16.2,0
12125,Mysore_Village_125,Mysore,Karnataka,2025,243,24,346,3.4,282,2.64,99,11,0,4.8,0,40.7,63.8,32.9,10.9,0
12126,Hubli_Village_1,Hubli,Karnataka,2022,221,19,347,4.9,426,3.47,76,2,1,9.8,0,42.2,70.0,39.8,7.5,0
12126,Hubli_Village_1,Hubli,Karnataka,2023,176,26,220,11.2,665,4.28,88,14,0,10.0,0,76.8,74.8,16.2,10.8,0
12126,Hubli_Village_1,Hubli,Karnataka,2024,183,10,351,13.0,775,4.0,94,9,2,10.7,1,74.9,84.3,25.1,18.2,0
12126,Hubli_Village_1,Hubli,Karnataka,2025,219,8,269,12.3,760,2.36,57,14,0,18.8,1,98.2,90.2,63.3,17.5,0
12127,Hubli_Village_2,Hubli,Karnataka,2022,74,27,240,6.3,477,4.35,87,6,3,5.5,0,53.4,65.6,50.5,13.8,1
12127,Hubli_Village_2,Hubli,Karnataka,2023,296,23,217,13.7,186,1.93,65,7,0,16.3,1,41.0,70.1,55.7,13.7,2
12127,Hubli_Village_2,Hubli,Karnataka,2024,234,35,337,11.0,773,2.4,48,4,3,19.2,0,75.9,60.0,30.7,12.8,1
12127,Hubli_Village_2,Hubli,Karnataka,2025,134,7,301,10.8,779,2.37,50,5,1,15.0,0,43.7,61.8,28.3,6.1,0
12128,Hubli_Village_3,Hubli,Karnataka,2022,104,32,282,7.7,234,3.5,57,1,3,9.3,0,37.0,86.4,47.5,13.1,0
12128,Hubli_Village_3,Hubli,Karnataka,2023,193,7,288,11.6,189,4.07,37,4,0,13.0,1,67.1,97.0,25.2,12.8,0
12128,Hubli_Village_3,Hubli,Karnataka,2024,144,18,362,11.2,587,2.51,11,8,3,20.2,0,64.3,64.4,37.9,12.2,0
12128,Hubli_Village_3,Hubli,Karnataka,2025,191,22,330,9.5,692,4.89,31,6,1,2.8,1,54.8,100.0,41.7,16.5,1
12129,Hubli_Village_4,Hubli,Karnataka,2022,216,31,296,8.3,188,1.92,80,7,1,24.8,1,58.7,66.5,56.6,2.8,0
12129,Hubli_Village_4,Hubli,Karnataka,2023,205,14,229,12.6,392,2.6,70,1,0,6.4,1,85.1,94.8,59.9,10.2,0
12129,Hubli_Village_4,Hubli,Karnataka,2024,273,19,317,13.5,545,3.27,89,7,1,4.8,1,79.5,56.3,44.7,3.0,0
12129,Hubli_Village_4,Hubli,Karnataka,2025,269,23,338,12.4,498,4.38,45,6,3,16.8,0,66.3,61.8,67.6,16.3,0
12130,Hubli_Village_5,Hubli,Karnataka,2022,228,13,325,7.1,613,2.63,75,4,2,21.6,1,48.7,70.9,47.3,6.2,0
12130,Hubli_Village_5,Hubli,Karnataka,2023,168,8,314,8.8,494,2.19,90,2,1,4.3,0,67.9,93.2,39.5,8.6,0
12130,Hubli_Village_5,Hubli,Karnataka,2024,226,19,268,7.3,116,3.19,58,12,3,5.4,0,36.2,76.6,26.8,7.9,0
12130,Hubli_Village_5,Hubli,Karnataka,2025,58,12,323,10.7,731,3.38,12,13,1,19.5,0,83.0,97.8,66.7,18.9,1
12131,Hubli_Village_6,Hubli,Karnataka,2022,235,5,238,13.2,341,1.55,32,2,0,10.6,0,78.1,66.4,43.9,8.1,2
12131,Hubli_Village_6,Hubli,Karnataka,2023,222,11,266,6.4,785,1.71,68,7,0,3.7,1,40.3,58.9,23.8,2.9,1
12131,Hubli_Village_6,Hubli,Karnataka,2024,199,35,360,13.6,643,2.63,37,3,1,7.1,1,60.2,99.4,46.3,2.7,0
12131,Hubli_Village_6,Hubli,Karnataka,2025,209,22,370,10.4,103,4.17,81,2,2,15.2,1,47.7,61.2,67.8,5.9,2
12132,Hubli_Village_7,Hubli,Karnataka,2022,246,16,265,6.8,380,2.6,42,10,2,23.3,0,86.9,83.9,48.4,3.6,1
12132,Hubli_Village_7,Hubli,Karnataka,2023,264,34,259,8.0,632,2.28,77,3,3,6.6,1,82.6,94.9,64.6,16.3,1
12132,Hubli_Village_7,Hubli,Karnataka,2024,246,37,251,4.8,570,2.14,80,10,3,6.5,1,37.2,60.8,45.2,14.1,2
12132,Hubli_Village_7,Hubli,Karnataka,2025,91,11,327,9.6,337,2.79,20,2,1,9.3,1,97.2,82.4,69.3,16.0,0
12133,Hubli_Village_8,Hubli,Karnataka,2022,102,32,337,6.3,704,2.94,17,14,3,20.0,1,38.5,52.5,10.4,11.6,1
12133,Hubli_Village_8,Hubli,Karnataka,2023,273,7,363,11.4,577,1.93,29,11,1,16.7,1,38.0,74.5,48.1,10.5,0
12133,Hubli_Village_8,Hubli,Karnataka,2024,236,10,246,11.4,188,1.84,71,14,1,8.6,1,38.0,92.8,35.9,8.5,1
12133,Hubli_Village_8,Hubli,Karnataka,2025,123,35,311,8.3,212,2.33,52,3,1,1.8,1,86.4,72.1,35.8,16.6,0
12134,Hubli_Village_9,Hubli,Karnataka,2022,88,19,206,5.5,709,3.71,84,5,0,10.1,1,85.5,61.2,46.9,2.0,1
12134,Hubli_Village_9,Hubli,Karnataka,2023,171,11,315,10.5,241,3.05,95,10,1,7.9,1,38.7,64.6,34.6,11.3,1
12134,Hubli_Village_9,Hubli,Karnataka,2024,64,34,265,7.6,761,3.14,79,10,1,2.4,1,95.0,93.0,52.7,8.7,1
12134,Hubli_Village_9,Hubli,Karnataka,2025,248,31,311,13.3,659,2.01,16,10,2,20.0,0,58.0,100.0,69.5,4.8,0
12135,Hubli_Village_10,Hubli,Karnataka,2022,206,21,276,9.9,150,3.63,19,5,3,10.1,0,70.7,61.0,36.9,14.8,1
12135,Hubli_Village_10,Hubli,Karnataka,2023,172,22,301,4.9,307,2.26,49,14,1,20.2,1,92.2,55.8,38.0,6.8,0
12135,Hubli_Village_10,Hubli,Karnataka,2024,160,26,301,10.4,622,2.07,13,7,1,11.7,1,36.5,61.0,53.0,9.5,0
12135,Hubli_Village_10,Hubli,Karnataka,2025,180,30,303,11.5,607,4.48,82,10,1,19.9,0,71.8,87.7,77.8,7.2,1
12136,Hubli_Village_11,Hubli,Karnataka,2022,132,31,219,6.2,369,2.96,28,11,1,8.0,0,69.4,82.5,16.3,13.0,1
12136,Hubli_Village_11,Hubli,Karnataka,2023,59,28,343,8.8,362,3.9,47,3,1,5.7,0,55.3,74.1,29.6,2.2,1
12136,Hubli_Village_11,Hubli,Karnataka,2024,141,12,338,11.5,285,4.27,31,11,2,2.0,0,42.6,58.8,68.7,13.8,1
12136,Hubli_Village_11,Hubli,Karnataka,2025,78,25,258,3.5,320,4.84,10,3,0,14.9,0,76.3,100.0,77.7,9.4,0
12137,Hubli_Village_12,Hubli,Karnataka,2022,256,33,223,4.8,180,3.37,62,7,0,11.1,1,32.8,94.6,37.9,14.9,0
12137,Hubli_Village_12,Hubli,Karnataka,2023,84,25,324,11.2,508,1.85,30,14,2,20.9,0,88.4,71.4,16.9,17.1,1
12137,Hubli_Village_12,Hubli,Karnataka,2024,55,7,363,11.3,781,3.47,16,6,1,14.7,0,63.7,94.4,63.5,11.3,0
12137,Hubli_Village_12,Hubli,Karnataka,2025,189,35,282,12.2,185,3.48,16,6,2,12.0,1,93.6,100.0,59.5,17.6,0
12138,Hubli_Village_13,Hubli,Karnataka,2022,160,31,328,8.7,655,1.67,95,4,1,14.7,0,80.2,74.4,36.3,4.4,0
12138,Hubli_Village_13,Hubli,Karnataka,2023,87,31,255,8.2,203,2.57,86,11,3,8.7,0,33.2,81.4,64.3,2.6,2
12138,Hubli_Village_13,Hubli,Karnataka,2024,126,13,260,9.5,383,3.04,32,13,0,3.3,1,63.6,90.2,28.7,17.9,0
12138,Hubli_Village_13,Hubli,Karnataka,2025,142,37,280,11.3,559,2.43,69,14,0,9.4,0,92.3,100.0,45.2,4.1,0
12139,Hubli_Village_14,Hubli,Karnataka,2022,196,37,304,11.2,799,1.53,95,14,3,7.0,1,52.3,54.3,41.3,5.3,2
12139,Hubli_Village_14,Hubli,Karnataka,2023,116,30,323,7.5,560,3.92,99,4,3,21.6,0,52.4,55.0,16.2,4.2,1
12139,Hubli_Village_14,Hubli,Karnataka,2024,185,32,260,7.3,220,4.35,27,14,0,18.6,1,77.1,87.4,65.3,5.1,0
12139,Hubli_Village_14,Hubli,Karnataka,2025,57,35,357,11.3,760,2.64,80,2,3,12.9,0,81.3,59.8,66.1,18.2,1
12140,Hubli_Village_15,Hubli,Karnataka,2022,296,5,330,10.1,451,1.51,75,11,3,14.0,0,68.6,55.0,21.7,17.3,1
12140,Hubli_Village_15,Hubli,Karnataka,2023,171,24,275,5.1,539,4.32,62,6,1,12.6,0,54.8,72.8,31.4,6.8,0
12140,Hubli_Village_15,Hubli,Karnataka,2024,133,16,235,5.3,668,2.2,28,10,3,11.3,1,39.8,63.7,37.3,14.7,0
12140,Hubli_Village_15,Hubli,Karnataka,2025,224,21,264,12.2,288,3.16,73,11,1,15.4,1,94.4,100.0,71.1,16.2,2
12141,Hubli_Village_16,Hubli,Karnataka,2022,181,19,310,15.0,649,2.6,23,3,3,7.5,0,49.0,65.9,26.1,4.8,2
12141,Hubli_Village_16,Hubli,Karnataka,2023,228,38,275,7.6,328,2.14,34,6,2,14.1,0,80.7,80.2,30.0,6.1,2
12141,Hubli_Village_16,Hubli,Karnataka,2024,134,20,370,7.8,485,3.6,42,12,1,18.3,0,57.1,55.5,59.0,10.6,0
12141,Hubli_Village_16,Hubli,Karnataka,2025,244,8,267,4.9,230,4.71,57,3,1,10.7,0,68.7,82.1,56.9,13.5,2
12142,Hubli_Village_17,Hubli,Karnataka,2022,94,12,278,7.0,270,3.04,48,3,0,5.3,1,52.4,88.9,28.0,9.6,0
12142,Hubli_Village_17,Hubli,Karnataka,2023,185,38,245,8.6,429,4.57,93,1,3,8.4,0,37.9,99.0,44.8,16.1,2
12142,Hubli_Village_17,Hubli,Karnataka,2024,136,29,233,6.7,134,2.37,14,13,1,15.4,0,55.8,87.6,68.0,19.8,0
12142,Hubli_Village_17,Hubli,Karnataka,2025,65,19,362,10.7,300,4.5,30,5,2,19.2,1,96.3,67.2,50.5,17.6,1
12143,Hubli_Village_18,Hubli,Karnataka,2022,126,32,265,10.1,267,2.27,68,2,2,22.9,1,36.6,67.4,10.2,17.3,1
12143,Hubli_Village_18,Hubli,Karnataka,2023,244,13,358,12.7,608,2.4,86,10,0,20.0,1,66.4,60.0,52.7,5.6,0
12143,Hubli_Village_18,Hubli,Karnataka,2024,289,6,344,11.3,610,2.15,23,12,3,21.0,0,94.1,71.2,71.9,18.3,0
12143,Hubli_Village_18,Hubli,Karnataka,2025,58,21,275,4.6,345,4.54,72,2,1,6.1,0,40.2,84.4,30.6,19.8,0
12144,Hubli_Village_19,Hubli,Karnataka,2022,109,14,322,5.8,323,3.68,63,9,0,5.2,1,34.2,73.4,40.6,12.2,2
12144,Hubli_Village_19,Hubli,Karnataka,2023,127,13,257,13.5,440,2.67,89,2,3,10.6,0,87.5,94.4,35.9,15.7,2
12144,Hubli_Village_19,Hubli,Karnataka,2024,126,35,233,12.3,669,2.85,54,11,3,13.5,0,80.1,64.8,50.2,12.8,0
12144,Hubli_Village_19,Hubli,Karnataka,2025,294,6,292,8.2,636,4.48,59,2,0,6.8,1,71.7,78.3,43.4,19.9,1
12145,Hubli_Village_20,Hubli,Karnataka,2022,298,28,343,5.9,539,4.28,50,6,2,5.9,0,62.2,80.3,47.7,12.9,2
12145,Hubli_Village_20,Hubli,Karnataka,2023,120,23,303,13.5,643,3.46,10,10,0,13.6,0,91.5,99.6,20.7,10.5,0
12145,Hubli_Village_20,Hubli,Karnataka,2024,64,21,355,6.1,721,3.02,11,11,0,6.0,0,37.3,65.3,26.5,4.8,0
12145,Hubli_Village_20,Hubli,Karnataka,2025,120,14,321,3.7,712,2.11,81,1,2,15.1,1,55.2,97.5,55.0,17.2,2
12146,Hubli_Village_21,Hubli,Karnataka,2022,151,32,264,14.2,249,1.88,22,8,0,6.8,1,49.0,79.7,26.0,5.6,0
12146,Hubli_Village_21,Hubli,Karnataka,2023,275,32,283,12.6,720,2.08,28,13,0,22.7,1,40.2,58.9,62.2,14.2,1
12146,Hubli_Village_21,Hubli,Karnataka,2024,218,5,243,11.0,455,2.63,60,1,1,19.5,1,57.4,92.6,31.6,6.4,0
12146,Hubli_Village_21,Hubli,Karnataka,2025,71,7,319,3.7,632,2.72,11,9,1,18.0,1,61.2,65.9,66.8,14.6,0
12147,Hubli_Village_22,Hubli,Karnataka,2022,201,19,228,10.0,472,3.13,19,4,1,20.8,1,87.5,83.6,58.7,2.8,0
12147,Hubli_Village_22,Hubli,Karnataka,2023,162,14,293,11.0,511,4.48,78,12,1,16.2,1,59.5,64.0,32.3,5.2,2
12147,Hubli_Village_22,Hubli,Karnataka,2024,278,25,323,11.7,351,4.38,96,3,2,3.1,0,92.1,77.5,67.9,15.0,2
12147,Hubli_Village_22,Hubli,Karnataka,2025,221,19,310,8.2,113,3.48,39,7,2,13.7,0,87.6,95.1,43.8,12.6,1
12148,Hubli_Village_23,Hubli,Karnataka,2022,50,27,314,14.5,314,1.55,74,8,1,19.9,0,74.2,80.4,37.7,12.0,0
12148,Hubli_Village_23,Hubli,Karnataka,2023,59,18,254,6.7,635,1.86,53,12,0,6.1,0,52.8,88.0,16.0,3.7,2
12148,Hubli_Village_23,Hubli,Karnataka,2024,284,19,372,4.4,119,4.38,51,14,0,14.3,1,61.6,93.6,35.2,17.5,0
12148,Hubli_Village_23,Hubli,Karnataka,2025,257,14,276,6.8,587,2.8,12,5,0,10.1,1,41.7,59.2,30.6,13.4,0
12149,Hubli_Village_24,Hubli,Karnataka,2022,159,13,219,11.4,535,2.45,39,3,1,14.4,1,52.6,73.1,11.5,12.4,2
12149,Hubli_Village_24,Hubli,Karnataka,2023,249,9,267,11.8,420,2.07,46,14,3,7.5,1,85.2,99.8,65.8,19.3,0
12149,Hubli_Village_24,Hubli,Karnataka,2024,233,29,278,11.5,151,2.47,37,4,3,16.8,1,82.9,93.2,60.2,11.9,0
12149,Hubli_Village_24,Hubli,Karnataka,2025,162,30,333,4.5,456,2.69,60,10,3,19.0,0,87.5,75.1,44.8,16.5,1
12150,Hubli_Village_25,Hubli,Karnataka,2022,266,12,281,13.8,797,2.74,94,6,0,20.8,1,43.3,63.7,44.1,5.9,0
12150,Hubli_Village_25,Hubli,Karnataka,2023,99,26,215,7.0,706,3.52,22,12,2,10.9,0,45.6,86.3,42.3,7.9,0
12150,Hubli_Village_25,Hubli,Karnataka,2024,61,29,290,5.9,447,2.86,49,5,1,21.7,1,75.8,61.6,67.9,13.9,0
12150,Hubli_Village_25,Hubli,Karnataka,2025,138,16,374,9.8,425,3.3,35,4,1,7.8,0,78.1,99.9,40.5,13.3,2
12151,Hubli_Village_26,Hubli,Karnataka,2022,258,13,293,6.7,626,2.05,39,3,0,9.7,0,41.7,53.9,35.6,3.6,1
12151,Hubli_Village_26,Hubli,Karnataka,2023,237,14,231,9.4,786,1.82,33,6,3,22.9,0,76.2,79.3,16.3,3.0,1
12151,Hubli_Village_26,Hubli,Karnataka,2024,203,14,346,8.0,318,2.84,47,7,3,17.8,0,58.6,95.6,58.4,5.8,0
12151,Hubli_Village_26,Hubli,Karnataka,2025,287,13,350,5.7,621,2.14,78,2,3,15.7,1,92.2,92.1,56.9,11.6,0
12152,Hubli_Village_27,Hubli,Karnataka,2022,161,30,331,7.6,504,2.4,25,6,1,6.5,1,51.9,73.3,41.2,15.9,0
12152,Hubli_Village_27,Hubli,Karnataka,2023,127,39,299,8.6,118,4.16,64,3,0,7.3,1,46.8,63.5,52.3,9.0,2
12152,Hubli_Village_27,Hubli,Karnataka,2024,218,31,272,7.3,679,2.9,58,10,3,2.4,0,47.8,83.8,41.1,6.5,0
12152,Hubli_Village_27,Hubli,Karnataka,2025,213,35,320,7.3,393,2.53,89,8,1,16.0,1,92.9,100.0,35.8,12.6,2
12153,Hubli_Village_28,Hubli,Karnataka,2022,170,23,339,12.2,114,4.21,61,14,0,10.6,1,81.6,54.6,19.2,3.8,0
12153,Hubli_Village_28,Hubli,Karnataka,2023,72,10,264,5.9,425,3.57,58,2,0,6.1,1,58.6,54.0,52.6,5.1,0
