Village_ID,Village_Name,District,State,Year,MGNREGA_Workers,Skill_Dev_Participants,Avg_Daily_Wage_INR,Unemployment_Rate_Pct
11985,Erode_Village_110,Erode,Tamil Nadu,2024,230,24,245,12.6
11985,Erode_Village_110,Erode,Tamil Nadu,2025,155,36,354,13.1
11986,Erode_Village_111,Erode,Tamil Nadu,2022,248,8,206,11.4
11986,Erode_Village_111,Erode,Tamil Nadu,2023,179,9,303,12.8
11986,Erode_Village_111,Erode,Tamil Nadu,2024,155,12,324,11.4
11986,Erode_Village_111,Erode,Tamil Nadu,2025,73,26,260,10.7
11987,Erode_Village_112,Erode,Tamil Nadu,2022,53,11,304,12.6
11987,Erode_Village_112,Erode,Tamil Nadu,2023,157,26,336,9.4
11987,Erode_Village_112,Erode,Tamil Nadu,2024,68,34,318,8.5
11987,Erode_Village_112,Erode,Tamil Nadu,2025,203,20,306,5.0
11988,Erode_Village_113,Erode,Tamil Nadu,2022,252,19,229,13.4
11988,Erode_Village_113,Erode,Tamil Nadu,2023,89,9,354,4.6
11988,Erode_Village_113,Erode,Tamil Nadu,2024,99,7,296,6.5
11988,Erode_Village_113,Erode,Tamil Nadu,2025,220,27,290,8.8
11989,Erode_Village_114,Erode,Tamil Nadu,2022,124,14,242,14.7
11989,Erode_Village_114,Erode,Tamil Nadu,2023,286,9,259,12.4
11989,Erode_Village_114,Erode,Tamil Nadu,2024,244,27,309,7.6
11989,Erode_Village_114,Erode,Tamil Nadu,2025,61,19,276,10.8
11990,Erode_Village_115,Erode,Tamil Nadu,2022,244,22,207,14.3
11990,Erode_Village_115,Erode,Tamil Nadu,2023,283,29,327,9.8
11990,Erode_Village_115,Erode,Tamil Nadu,2024,76,12,291,8.6
11990,Erode_Village_115,Erode,Tamil Nadu,2025,162,35,264,9.1
11991,Erode_Village_116,Erode,Tamil Nadu,2022,231,25,345,7.8
11991,Erode_Village_116,Erode,Tamil Nadu,2023,243,6,315,13.6
11991,Erode_Village_116,Erode,Tamil Nadu,2024,98,26,235,12.1
11991,Erode_Village_116,Erode,Tamil Nadu,2025,193,12,328,10.7
11992,Erode_Village_117,Erode,Tamil Nadu,2022,179,27,307,10.7
11992,Erode_Village_117,Erode,Tamil Nadu,2023,109,36,218,14.3
11992,Erode_Village_117,Erode,Tamil Nadu,2024,231,12,300,6.8
11992,Erode_Village_117,Erode,Tamil Nadu,2025,79,8,328,6.3
11993,Erode_Village_118,Erode,Tamil Nadu,2022,133,34,299,7.0
11993,Erode_Village_118,Erode,Tamil Nadu,2023,215,23,285,11.9
11993,Erode_Village_118,Erode,Tamil Nadu,2024,77,27,262,12.1
11993,Erode_Village_118,Erode,Tamil Nadu,2025,74,22,387,9.6
11994,Erode_Village_119,Erode,Tamil Nadu,2022,145,33,319,11.3
11994,Erode_Village_119,Erode,Tamil Nadu,2023,174,27,307,7.8
11994,Erode_Village_119,Erode,Tamil Nadu,2024,59,37,362,4.1
11994,Erode_Village_119,Erode,Tamil Nadu,2025,237,22,343,6.0
11995,Erode_Village_120,Erode,Tamil Nadu,2022,91,37,265,10.6
11995,Erode_Village_120,Erode,Tamil Nadu,2023,89,11,268,12.6
11995,Erode_Village_120,Erode,Tamil Nadu,2024,274,32,309,11.9
11995,Erode_Village_120,Erode,Tamil Nadu,2025,126,5,383,5.2
11996,Erode_Village_121,Erode,Tamil Nadu,2022,297,38,323,5.0
11996,Erode_Village_121,Erode,Tamil Nadu,2023,154,23,269,13.0
11996,Erode_Village_121,Erode,Tamil Nadu,2024,167,35,234,4.5
11996,Erode_Village_121,Erode,Tamil Nadu,2025,91,17,279,7.4
11997,Erode_Village_122,Erode,Tamil Nadu,2022,96,28,292,5.5
11997,Erode_Village_122,Erode,Tamil Nadu,2023,214,9,333,10.0
11997,Erode_Village_122,Erode,Tamil Nadu,2024,295,27,283,7.5
11997,Erode_Village_122,Erode,Tamil Nadu,2025,257,23,247,5.4
11998,Erode_Village_123,Erode,Tamil Nadu,2022,286,5,205,10.7
11998,Erode_Village_123,Erode,Tamil Nadu,2023,71,37,301,7.9
11998,Erode_Village_123,Erode,Tamil Nadu,2024,234,37,339,5.5
11998,Erode_Village_123,Erode,Tamil Nadu,2025,261,36,300,10.7
11999,Erode_Village_124,Erode,Tamil Nadu,2022,291,32,201,13.3
11999,Erode_Village_124,Erode,Tamil Nadu,2023,156,16,296,7.0
11999,Erode_Village_124,Erode,Tamil Nadu,2024,76,13,323,5.7
11999,Erode_Village_124,Erode,Tamil Nadu,2025,90,15,249,4.1
12000,Erode_Village_125,Erode,Tamil Nadu,2022,129,37,338,10.0
12000,Erode_Village_125,Erode,Tamil Nadu,2023,211,23,352,12.8
12000,Erode_Village_125,Erode,Tamil Nadu,2024,209,38,270,6.3
12000,Erode_Village_125,Erode,Tamil Nadu,2025,267,11,360,8.1
12001,Mysore_Village_1,Mysore,Karnataka,2022,138,35,243,6.2
12001,Mysore_Village_1,Mysore,Karnataka,2023,115,6,304,8.3
12001,Mysore_Village_1,Mysore,Karnataka,2024,61,23,262,3.9
12001,Mysore_Village_1,Mysore,Karnataka,2025,217,36,300,12.9
12002,Mysore_Village_2,Mysore,Karnataka,2022,122,14,339,11.6
12002,Mysore_Village_2,Mysore,Karnataka,2023,125,12,216,7.6
12002,Mysore_Village_2,Mysore,Karnataka,2024,139,30,230,13.0
12002,Mysore_Village_2,Mysore,Karnataka,2025,250,34,365,5.2
12003,Mysore_Village_3,Mysore,Karnataka,2022,59,15,324,5.3
12003,Mysore_Village_3,Mysore,Karnataka,2023,145,24,247,14.0
12003,Mysore_Village_3,Mysore,Karnataka,2024,298,24,332,6.9
12003,Mysore_Village_3,Mysore,Karnataka,2025,275,13,280,13.1
12004,Mysore_Village_4,Mysore,Karnataka,2022,225,12,348,11.2
12004,Mysore_Village_4,Mysore,Karnataka,2023,69,19,298,14.4
12004,Mysore_Village_4,Mysore,Karnataka,2024,88,38,255,11.6
12004,Mysore_Village_4,Mysore,Karnataka,2025,109,28,373,4.4
12005,Mysore_Village_5,Mysore,Karnataka,2022,115,37,341,13.4
12005,Mysore_Village_5,Mysore,Karnataka,2023,114,31,304,5.7
12005,Mysore_Village_5,Mysore,Karnataka,2024,228,25,275,11.0
12005,Mysore_Village_5,Mysore,Karnataka,2025,173,9,286,8.6
12006,Mysore_Village_6,Mysore,Karnataka,2022,213,39,334,11.9
12006,Mysore_Village_6,Mysore,Karnataka,2023,201,25,269,12.1
12006,Mysore_Village_6,Mysore,Karnataka,2024,295,8,285,12.1
12006,Mysore_Village_6,Mysore,Karnataka,2025,204,20,362,12.1
12007,Mysore_Village_7,Mysore,Karnataka,2022,179,35,275,13.4
12007,Mysore_Village_7,Mysore,Karnataka,2023,208,30,277,8.4
12007,Mysore_Village_7,Mysore,Karnataka,2024,106,39,312,13.0
12007,Mysore_Village_7,Mysore,Karnataka,2025,127,10,343,10.9
12008,Mysore_Village_8,Mysore,Karnataka,2022,243,37,331,13.3
12008,Mysore_Village_8,Mysore,Karnataka,2023,78,25,256,14.5
12008,Mysore_Village_8,Mysore,Karnataka,2024,64,20,325,4.9
12008,Mysore_Village_8,Mysore,Karnataka,2025,61,38,354,7.2
12009,Mysore_Village_9,Mysore,Karnataka,2022,150,19,269,13.0
12009,Mysore_Village_9,Mysore,Karnataka,2023,205,10,242,5.0
12009,Mysore_Village_9,Mysore,Karnataka,2024,133,6,355,9.4
12009,Mysore_Village_9,Mysore,Karnataka,2025,174,28,336,12.3
12010,Mysore_Village_10,Mysore,Karnataka,2022,152,32,239,4.7
12010,Mysore_Village_10,Mysore,Karnataka,2023,73,5,256,14.0
12010,Mysore_Village_10,Mysore,Karnataka,2024,198,5,347,14.0
12010,Mysore_Village_10,Mysore,Karnataka,2025,187,32,249,6.7
12011,Mysore_Village_11,Mysore,Karnataka,2022,159,24,300,12.6
12011,Mysore_Village_11,Mysore,Karnataka,2023,127,12,275,5.4
12011,Mysore_Village_11,Mysore,Karnataka,2024,150,5,270,11.8
12011,Mysore_Village_11,Mysore,Karnataka,2025,195,30,355,8.4
12012,Mysore_Village_12,Mysore,Karnataka,2022,265,29,208,13.5
12012,Mysore_Village_12,Mysore,Karnataka,2023,191,14,276,6.3
12012,Mysore_Village_12,Mysore,Karnataka,2024,211,16,283,10.8
12012,Mysore_Village_12,Mysore,Karnataka,2025,177,11,348,11.6
12013,Mysore_Village_13,Mysore,Karnataka,2022,107,16,325,6.6
12013,Mysore_Village_13,Mysore,Karnataka,2023,125,21,248,12.7
12013,Mysore_Village_13,Mysore,Karnataka,2024,199,9,271,13.8
12013,Mysore_Village_13,Mysore,Karnataka,2025,297,18,258,9.8
12014,Mysore_Village_14,Mysore,Karnataka,2022,247,38,232,12.7
12014,Mysore_Village_14,Mysore,Karnataka,2023,85,21,332,9.7
12014,Mysore_Village_14,Mysore,Karnataka,2024,222,39,327,10.0
12014,Mysore_Village_14,Mysore,Karnataka,2025,213,5,336,3.4
12015,Mysore_Village_15,Mysore,Karnataka,2022,71,19,299,10.0
12015,Mysore_Village_15,Mysore,Karnataka,2023,255,23,301,10.1
12015,Mysore_Village_15,Mysore,Karnataka,2024,176,9,374,10.7
12015,Mysore_Village_15,Mysore,Karnataka,2025,129,23,368,5.1
12016,Mysore_Village_16,Mysore,Karnataka,2022,238,9,231,7.0
12016,Mysore_Village_16,Mysore,Karnataka,2023,149,16,315,12.0
12016,Mysore_Village_16,Mysore,Karnataka,2024,233,23,268,5.5
12016,Mysore_Village_16,Mysore,Karnataka,2025,266,16,338,7.7
12017,Mysore_Village_17,Mysore,Karnataka,2022,145,16,209,7.1
12017,Mysore_Village_17,Mysore,Karnataka,2023,210,22,314,9.8
12017,Mysore_Village_17,Mysore,Karnataka,2024,222,38,287,14.1
12017,Mysore_Village_17,Mysore,Karnataka,2025,213,37,345,12.2
12018,Mysore_Village_18,Mysore,Karnataka,2022,197,22,263,7.3
12018,Mysore_Village_18,Mysore,Karnataka,2023,67,33,233,8.0
12018,Mysore_Village_18,Mysore,Karnataka,2024,87,9,330,13.3
12018,Mysore_Village_18,Mysore,Karnataka,2025,244,29,361,12.7
12019,Mysore_Village_19,Mysore,Karnataka,2022,200,28,335,6.2
12019,Mysore_Village_19,Mysore,Karnataka,2023,273,33,285,12.8
12019,Mysore_Village_19,Mysore,Karnataka,2024,158,37,269,6.8
12019,Mysore_Village_19,Mysore,Karnataka,2025,172,14,257,9.0
12020,Mysore_Village_20,Mysore,Karnataka,2022,193,37,300,4.6
12020,Mysore_Village_20,Mysore,Karnataka,2023,236,27,338,14.6
12020,Mysore_Village_20,Mysore,Karnataka,2024,246,15,311,11.7
12020,Mysore_Village_20,Mysore,Karnataka,2025,245,28,332,5.8
12021,Mysore_Village_21,Mysore,Karnataka,2022,198,28,304,11.7
12021,Mysore_Village_21,Mysore,Karnataka,2023,153,11,344,7.2
12021,Mysore_Village_21,Mysore,Karnataka,2024,292,25,245,4.6
12021,Mysore_Village_21,Mysore,Karnataka,2025,255,24,258,7.8
12022,Mysore_Village_22,Mysore,Karnataka,2022,280,14,327,10.9
12022,Mysore_Village_22,Mysore,Karnataka,2023,272,29,359,5.0
12022,Mysore_Village_22,Mysore,Karnataka,2024,255,19,289,9.1
12022,Mysore_Village_22,Mysore,Karnataka,2025,247,10,261,8.7
12023,Mysore_Village_23,Mysore,Karnataka,2022,189,6,244,11.1
12023,Mysore_Village_23,Mysore,Karnataka,2023,193,16,252,6.7
12023,Mysore_Village_23,Mysore,Karnataka,2024,130,8,353,3.9
12023,Mysore_Village_23,Mysore,Karnataka,2025,286,27,348,6.7
12024,Mysore_Village_24,Mysore,Karnataka,2022,136,17,263,8.7
12024,Mysore_Village_24,Mysore,Karnataka,2023,191,21,335,10.8
12024,Mysore_Village_24,Mysore,Karnataka,2024,110,35,235,13.5
12024,Mysore_Village_24,Mysore,Karnataka,2025,248,20,356,5.4
12025,Mysore_Village_25,Mysore,Karnataka,2022,95,30,301,11.7
12025,Mysore_Village_25,Mysore,Karnataka,2023,81,32,263,5.1
12025,Mysore_Village_25,Mysore,Karnataka,2024,64,5,250,5.7
12025,Mysore_Village_25,Mysore,Karnataka,2025,93,16,267,8.6
12026,Mysore_Village_26,Mysore,Karnataka,2022,194,24,275,11.9
12026,Mysore_Village_26,Mysore,Karnataka,2023,218,6,278,13.1
12026,Mysore_Village_26,Mysore,Karnataka,2024,103,19,256,11.5
12026,Mysore_Village_26,Mysore,Karnataka,2025,288,26,378,3.5
12027,Mysore_Village_27,Mysore,Karnataka,2022,93,36,348,11.7
12027,Mysore_Village_27,Mysore,Karnataka,2023,147,24,285,12.8
12027,Mysore_Village_27,Mysore,Karnataka,2024,54,37,336,9.2
12027,Mysore_Village_27,Mysore,Karnataka,2025,158,19,377,13.4
12028,Mysore_Village_28,Mysore,Karnataka,2022,76,7,342,4.5
12028,Mysore_Village_28,Mysore,Karnataka,2023,165,33,363,12.7
12028,Mysore_Village_28,Mysore,Karnataka,2024,136,31,287,7.2
12028,Mysore_Village_28,Mysore,Karnataka,2025,153,9,376,10.1
12029,Mysore_Village_29,Mysore,Karnataka,2022,172,35,334,11.8
12029,Mysore_Village_29,Mysore,Karnataka,2023,255,26,249,7.3
12029,Mysore_Village_29,Mysore,Karnataka,2024,128,39,350,14.2
12029,Mysore_Village_29,Mysore,Karnataka,2025,92,11,387,4.4
12030,Mysore_Village_30,Mysore,Karnataka,2022,146,10,329,6.1
12030,Mysore_Village_30,Mysore,Karnataka,2023,294,30,334,13.5
12030,Mysore_Village_30,Mysore,Karnataka,2024,80,5,234,5.0
12030,Mysore_Village_30,Mysore,Karnataka,2025,148,23,315,7.3
12031,Mysore_Village_31,Mysore,Karnataka,2022,66,11,285,12.2
12031,Mysore_Village_31,Mysore,Karnataka,2023,269,16,309,12.4
12031,Mysore_Village_31,Mysore,Karnataka,2024,132,24,270,13.7
12031,Mysore_Village_31,Mysore,Karnataka,2025,159,27,319,11.6
12032,Mysore_Village_32,Mysore,Karnataka,2022,231,29,282,13.4
12032,Mysore_Village_32,Mysore,Karnataka,2023,239,34,252,14.1
12032,Mysore_Village_32,Mysore,Karnataka,2024,264,33,271,9.5
12032,Mysore_Village_32,Mysore,Karnataka,2025,81,35,300,6.9
12033,Mysore_Village_33,Mysore,Karnataka,2022,217,22,270,12.5
12033,Mysore_Village_33,Mysore,Karnataka,2023,190,23,269,5.8
12033,Mysore_Village_33,Mysore,Karnataka,2024,261,8,251,4.4
12033,Mysore_Village_33,Mysore,Karnataka,2025,84,5,271,11.5
12034,Mysore_Village_34,Mysore,Karnataka,2022,182,19,304,14.5
12034,Mysore_Village_34,Mysore,Karnataka,2023,250,12,252,8.7
12034,Mysore_Village_34,Mysore,Karnataka,2024,78,19,341,5.4
12034,Mysore_Village_34,Mysore,Karnataka,2025,119,19,283,8.5
12035,Mysore_Village_35,Mysore,Karnataka,2022,202,26,342,8.6
12035,Mysore_Village_35,Mysore,Karnataka,2023,144,22,333,8.0
12035,Mysore_Village_35,Mysore,Karnataka,2024,71,20,289,10.3
12035,Mysore_Village_35,Mysore,Karnataka,2025,243,6,380,5.1
12036,Mysore_Village_36,Mysore,Karnataka,2022,222,24,243,8.5
12036,Mysore_Village_36,Mysore,Karnataka,2023,118,20,257,13.2
12036,Mysore_Village_36,Mysore,Karnataka,2024,268,7,363,11.4
12036,Mysore_Village_36,Mysore,Karnataka,2025,138,34,267,3.9
12037,Mysore_Village_37,Mysore,Karnataka,2022,121,6,321,9.9
12037,Mysore_Village_37,Mysore,Karnataka,2023,296,39,355,5.1
12037,Mysore_Village_37,Mysore,Karnataka,2024,178,30,313,13.8
12037,Mysore_Village_37,Mysore,Karnataka,2025,261,9,350,5.9
12038,Mysore_Village_38,Mysore,Karnataka,2022,221,6,263,14.3
12038,Mysore_Village_38,Mysore,Karnataka,2023,136,24,339,12.9
12038,Mysore_Village_38,Mysore,Karnataka,2024,145,38,281,9.5
12038,Mysore_Village_38,Mysore,Karnataka,2025,124,38,292,6.8
12039,Mysore_Village_39,Mysore,Karnataka,2022,216,24,260,13.5
12039,Mysore_Village_39,Mysore,Karnataka,2023,288,29,231,5.7
12039,Mysore_Village_39,Mysore,Karnataka,2024,103,24,269,5.6
12039,Mysore_Village_39,Mysore,Karnataka,2025,137,29,319,5.7
12040,Mysore_Village_40,Mysore,Karnataka,2022,252,18,288,10.8
12040,Mysore_Village_40,Mysore,Karnataka,2023,206,16,283,7.4
12040,Mysore_Village_40,Mysore,Karnataka,2024,103,9,314,14.1
12040,Mysore_Village_40,Mysore,Karnataka,2025,267,6,270,5.3
12041,Mysore_Village_41,Mysore,Karnataka,2022,65,20,239,13.0
12041,Mysore_Village_41,Mysore,Karnataka,2023,148,34,310,5.1
12041,Mysore_Village_41,Mysore,Karnataka,2024,69,28,346,7.4
12041,Mysore_Village_41,Mysore,Karnataka,2025,95,34,380,5.9
12042,Mysore_Village_42,Mysore,Karnataka,2022,244,15,272,14.8
12042,Mysore_Village_42,Mysore,Karnataka,2023,242,18,259,4.4
12042,Mysore_Village_42,Mysore,Karnataka,2024,176,27,246,11.3
12042,Mysore_Village_42,Mysore,Karnataka,2025,107,20,321,5.9
12043,Mysore_Village_43,Mysore,Karnataka,2022,230,25,336,13.0
12043,Mysore_Village_43,Mysore,Karnataka,2023,160,8,305,7.4
12043,Mysore_Village_43,Mysore,Karnataka,2024,178,37,335,5.7
12043,Mysore_Village_43,Mysore,Karnataka,2025,130,18,345,10.6
12044,Mysore_Village_44,Mysore,Karnataka,2022,243,23,302,7.2
12044,Mysore_Village_44,Mysore,Karnataka,2023,206,9,238,9.2
12044,Mysore_Village_44,Mysore,Karnataka,2024,133,35,302,5.1
12044,Mysore_Village_44,Mysore,Karnataka,2025,119,22,365,10.9
12045,Mysore_Village_45,Mysore,Karnataka,2022,57,35,305,8.8
12045,Mysore_Village_45,Mysore,Karnataka,2023,78,34,353,5.6
12045,Mysore_Village_45,Mysore,Karnataka,2024,161,25,264,11.5
12045,Mysore_Village_45,Mysore,Karnataka,2025,228,34,380,4.4
12046,Mysore_Village_46,Mysore,Karnataka,2022,210,8,216,10.5
12046,Mysore_Village_46,Mysore,Karnataka,2023,180,9,354,10.5
12046,Mysore_Village_46,Mysore,Karnataka,2024,237,14,322,13.5
12046,Mysore_Village_46,Mysore,Karnataka,2025,212,31,353,4.9
12047,Mysore_Village_47,Mysore,Karnataka,2022,246,20,249,11.4
12047,Mysore_Village_47,Mysore,Karnataka,2023,268,34,328,8.1
12047,Mysore_Village_47,Mysore,Karnataka,2024,157,17,253,7.9
12047,Mysore_Village_47,Mysore,Karnataka,2025,253,25,281,8.6
12048,Mysore_Village_48,Mysore,Karnataka,2022,261,19,210,7.0
12048,Mysore_Village_48,Mysore,Karnataka,2023,158,24,313,8.9
12048,Mysore_Village_48,Mysore,Karnataka,2024,69,24,284,10.9
12048,Mysore_Village_48,Mysore,Karnataka,2025,122,9,271,8.1
12049,Mysore_Village_49,Mysore,Karnataka,2022,216,36,266,4.9
12049,Mysore_Village_49,Mysore,Karnataka,2023,53,10,216,6.8
12049,Mysore_Village_49,Mysore,Karnataka,2024,292,34,297,7.4
12049,Mysore_Village_49,Mysore,Karnataka,2025,295,30,390,7.0
12050,Mysore_Village_50,Mysore,Karnataka,2022,68,17,347,5.4
12050,Mysore_Village_50,Mysore,Karnataka,2023,151,33,277,8.8
12050,Mysore_Village_50,Mysore,Karnataka,2024,268,9,301,11.0
12050,Mysore_Village_50,Mysore,Karnataka,2025,222,29,374,3.8
12051,Mysore_Village_51,Mysore,Karnataka,2022,220,17,282,12.4
12051,Mysore_Village_51,Mysore,Karnataka,2023,190,28,256,14.1
12051,Mysore_Village_51,Mysore,Karnataka,2024,190,35,336,3.8
12051,Mysore_Village_51,Mysore,Karnataka,2025,237,24,272,5.3
12052,Mysore_Village_52,Mysore,Karnataka,2022,234,12,304,10.2
12052,Mysore_Village_52,Mysore,Karnataka,2023,135,13,326,6.4
12052,Mysore_Village_52,Mysore,Karnataka,2024,269,25,362,11.7
12052,Mysore_Village_52,Mysore,Karnataka,2025,101,24,259,6.6
12053,Mysore_Village_53,Mysore,Karnataka,2022,160,19,309,7.6
12053,Mysore_Village_53,Mysore,Karnataka,2023,230,30,287,4.1
12053,Mysore_Village_53,Mysore,Karnataka,2024,158,15,319,6.5
12053,Mysore_Village_53,Mysore,Karnataka,2025,135,15,281,5.6
12054,Mysore_Village_54,Mysore,Karnataka,2022,92,31,342,8.1
12054,Mysore_Village_54,Mysore,Karnataka,2023,260,34,218,5.7
12054,Mysore_Village_54,Mysore,Karnataka,2024,249,23,313,9.9
12054,Mysore_Village_54,Mysore,Karnataka,2025,293,38,393,5.8
12055,Mysore_Village_55,Mysore,Karnataka,2022,249,27,259,13.2
12055,Mysore_Village_55,Mysore,Karnataka,2023,91,5,300,7.1
12055,Mysore_Village_55,Mysore,Karnataka,2024,139,7,300,5.9
12055,Mysore_Village_55,Mysore,Karnataka,2025,289,7,275,3.9
12056,Mysore_Village_56,Mysore,Karnataka,2022,164,32,216,12.3
12056,Mysore_Village_56,Mysore,Karnataka,2023,75,18,221,9.4
12056,Mysore_Village_56,Mysore,Karnataka,2024,200,34,355,4.9
12056,Mysore_Village_56,Mysore,Karnataka,2025,92,9,327,5.6
12057,Mysore_Village_57,Mysore,Karnataka,2022,126,19,227,15.0
12057,Mysore_Village_57,Mysore,Karnataka,2023,205,18,224,12.6
12057,Mysore_Village_57,Mysore,Karnataka,2024,186,18,256,7.4
12057,Mysore_Village_57,Mysore,Karnataka,2025,69,12,385,9.0
12058,Mysore_Village_58,Mysore,Karnataka,2022,233,12,326,8.9
12058,Mysore_Village_58,Mysore,Karnataka,2023,260,23,257,4.5
12058,Mysore_Village_58,Mysore,Karnataka,2024,289,36,298,11.9
12058,Mysore_Village_58,Mysore,Karnataka,2025,88,35,307,10.8
12059,Mysore_Village_59,Mysore,Karnataka,2022,228,33,269,8.8
12059,Mysore_Village_59,Mysore,Karnataka,2023,61,15,313,13.0
12059,Mysore_Village_59,Mysore,Karnataka,2024,256,17,300,9.3
12059,Mysore_Village_59,Mysore,Karnataka,2025,272,31,337,4.0
12060,Mysore_Village_60,Mysore,Karnataka,2022,232,23,342,7.2
12060,Mysore_Village_60,Mysore,Karnataka,2023,255,30,360,8.9
12060,Mysore_Village_60,Mysore,Karnataka,2024,60,13,361,4.8
12060,Mysore_Village_60,Mysore,Karnataka,2025,203,32,255,9.3
12061,Mysore_Village_61,Mysore,Karnataka,2022,91,36,333,5.8
12061,Mysore_Village_61,Mysore,Karnataka,2023,204,7,336,6.2
12061,Mysore_Village_61,Mysore,Karnataka,2024,60,36,247,13.1
12061,Mysore_Village_61,Mysore,Karnataka,2025,87,9,311,13.8
12062,Mysore_Village_62,Mysore,Karnataka,2022,147,12,344,10.3
12062,Mysore_Village_62,Mysore,Karnataka,2023,220,18,311,10.6
12062,Mysore_Village_62,Mysore,Karnataka,2024,68,7,263,12.1
12062,Mysore_Village_62,Mysore,Karnataka,2025,241,28,391,10.6
12063,Mysore_Village_63,Mysore,Karnataka,2022,183,17,336,6.4
12063,Mysore_Village_63,Mysore,Karnataka,2023,223,33,258,8.4
12063,Mysore_Village_63,Mysore,Karnataka,2024,165,12,324,9.3
12063,Mysore_Village_63,Mysore,Karnataka,2025,279,35,335,7.1
12064,Mysore_Village_64,Mysore,Karnataka,2022,162,30,310,6.3
12064,Mysore_Village_64,Mysore,Karnataka,2023,219,22,285,11.8
12064,Mysore_Village_64,Mysore,Karnataka,2024,269,22,282,5.8
12064,Mysore_Village_64,Mysore,Karnataka,2025,114,11,315,6.0
12065,Mysore_Village_65,Mysore,Karnataka,2022,148,20,252,7.5
12065,Mysore_Village_65,Mysore,Karnataka,2023,281,37,322,5.8
12065,Mysore_Village_65,Mysore,Karnataka,2024,121,7,248,12.6
12065,Mysore_Village_65,Mysore,Karnataka,2025,236,8,310,9.7
12066,Mysore_Village_66,Mysore,Karnataka,2022,101,8,200,13.3
12066,Mysore_Village_66,Mysore,Karnataka,2023,167,13,320,9.3
12066,Mysore_Village_66,Mysore,Karnataka,2024,224,21,284,9.2
12066,Mysore_Village_66,Mysore,Karnataka,2025,169,21,259,9.8
12067,Mysore_Village_67,Mysore,Karnataka,2022,56,37,326,8.4
12067,Mysore_Village_67,Mysore,Karnataka,2023,60,24,229,9.3
12067,Mysore_Village_67,Mysore,Karnataka,2024,152,18,350,9.4
12067,Mysore_Village_67,Mysore,Karnataka,2025,110,26,310,13.3
12068,Mysore_Village_68,Mysore,Karnataka,2022,117,31,313,13.8
12068,Mysore_Village_68,Mysore,Karnataka,2023,202,7,351,5.5
12068,Mysore_Village_68,Mysore,Karnataka,2024,189,28,375,4.1
12068,Mysore_Village_68,Mysore,Karnataka,2025,203,34,389,10.4
12069,Mysore_Village_69,Mysore,Karnataka,2022,151,12,271,5.0
12069,Mysore_Village_69,Mysore,Karnataka,2023,159,26,312,4.7
12069,Mysore_Village_69,Mysore,Karnataka,2024,189,29,273,5.4
12069,Mysore_Village_69,Mysore,Karnataka,2025,220,14,260,7.0
12070,Mysore_Village_70,Mysore,Karnataka,2022,100,33,277,9.1
12070,Mysore_Village_70,Mysore,Karnataka,2023,166,5,266,9.6
12070,Mysore_Village_70,Mysore,Karnataka,2024,214,25,231,14.1
12070,Mysore_Village_70,Mysore,Karnataka,2025,95,28,305,7.3
12071,Mysore_Village_71,Mysore,Karnataka,2022,102,13,331,7.0
12071,Mysore_Village_71,Mysore,Karnataka,2023,137,30,340,10.1
12071,Mysore_Village_71,Mysore,Karnataka,2024,257,13,281,6.0
12071,Mysore_Village_71,Mysore,Karnataka,2025,170,24,285,13.2
12072,Mysore_Village_72,Mysore,Karnataka,2022,62,39,230,7.2
12072,Mysore_Village_72,Mysore,Karnataka,2023,138,13,335,14.5
12072,Mysore_Village_72,Mysore,Karnataka,2024,174,26,280,8.1
12072,Mysore_Village_72,Mysore,Karnataka,2025,167,5,339,11.8
12073,Mysore_Village_73,Mysore,Karnataka,2022,103,9,210,11.3
12073,Mysore_Village_73,Mysore,Karnataka,2023,234,13,350,13.9
12073,Mysore_Village_73,Mysore,Karnataka,2024,165,23,241,10.3
12073,Mysore_Village_73,Mysore,Karnataka,2025,167,12,343,9.4
12074,Mysore_Village_74,Mysore,Karnataka,2022,53,36,244,11.4
12074,Mysore_Village_74,Mysore,Karnataka,2023,124,17,248,12.4
12074,Mysore_Village_74,Mysore,Karnataka,2024,273,24,301,13.1
12074,Mysore_Village_74,Mysore,Karnataka,2025,98,34,265,6.1
12075,Mysore_Village_75,Mysore,Karnataka,2022,56,14,240,6.6
12075,Mysore_Village_75,Mysore,Karnataka,2023,159,35,236,4.5
12075,Mysore_Village_75,Mysore,Karnataka,2024,171,29,250,7.6
12075,Mysore_Village_75,Mysore,Karnataka,2025,60,33,315,12.2
12076,Mysore_Village_76,Mysore,Karnataka,2022,141,28,213,5.2
12076,Mysore_Village_76,Mysore,Karnataka,2023,231,25,293,9.8
12076,Mysore_Village_76,Mysore,Karnataka,2024,282,13,302,11.0
12076,Mysore_Village_76,Mysore,Karnataka,2025,264,6,296,12.1
12077,Mysore_Village_77,Mysore,Karnataka,2022,222,8,275,10.6
12077,Mysore_Village_77,Mysore,Karnataka,2023,72,12,233,6.1
12077,Mysore_Village_77,Mysore,Karnataka,2024,291,36,256,13.8
12077,Mysore_Village_77,Mysore,Karnataka,2025,77,18,390,4.3
12078,Mysore_Village_78,Mysore,Karnataka,2022,284,17,212,12.6
12078,Mysore_Village_78,Mysore,Karnataka,2023,160,25,321,5.0
12078,Mysore_Village_78,Mysore,Karnataka,2024,106,28,358,5.2
12078,Mysore_Village_78,Mysore,Karnataka,2025,75,22,329,12.7
